NAME_MAIN,STRENGTH,FORM,PACKAGE,DCI,LABO,PAYS,CODE_PCT,DATE AMM,G/P
IRINOTECAN VIATRIS,20 mg/ml (300mg),Solution injectable pour perfusion,B/1FL/15 ml,IRINOTECAN,VIATRIS SANTE,FRANCE,4923242H,2016-07-14,Générique
IRINOTESIN,40 mg/2ml,Solution injectable pour perfusion,B/1flacon /2 ML,IRINOTECAN,ACTAVIS SRL ROMANIA,ROMANIE,12963011H,2010-07-19,Générique
IRINOTESIN,100 mg/5ml,Solution injectable pour perfusion,B/1flacon/5 ml,IRINOTECAN,ACTAVIS SRL ROMANIA,ROMANIE,12963012H,2010-07-19,Générique
ISOFLURANE,100% v/v,Solution pour inhalation,FL/100 ml,ISOFLURANE,PIRAMAL Pharma Limited,Inde,13403012H,2013-09-06,Générique
ITAMI,140 mg,Emplâtre Médicamenteux,B/5,DICLOFENAC,FIDIA Farmaceutici SpA,ITALIE,7883051,2019-04-23,Princeps
ITRA GYN,100 mg,Gélule,B/4,ITRACONAZOLE,OPALIA PHARMA,Tunisie,9023832,2010-06-29,Générique
ITRA SKIN,100 mg,Gélule,B/28,ITRACONAZOLE,OPALIA PHARMA,Tunisie,9023833,2011-03-07,Générique
ITRACIM,100 mg,Gélule,B/4,ITRACONAZOLE,ACINO pharma AG,SUISSE,11873023,2010-07-20,Générique
ITRAZOL,100 mg,Gélule,B/16,ITRACONAZOLE,ADWYA,Tunisie,9044132,2013-09-19,Générique
ITRAZOL,100 mg,Gélule,B/4,ITRACONAZOLE,ADWYA,Tunisie,9044131,2013-11-07,Générique
ITRAZOL,100 mg,Gélule,B/32,ITRACONAZOLE,ADWYA,Tunisie,9044133,2013-09-19,Générique
IVEX SANS SUCRE,7 mg/ml,Sirop,FL/200 ml,EXTRAIT SEC DE FEUILLE DE LIERRE,SIMED,Tunisie,9083831,2024-07-30,Générique
JAKAVI,5 mg,Comprimé,B/56,RUXOLITINIB,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283361H,2019-04-23,Princeps
JAKAVI,15 mg,Comprimé,B/56,RUXOLITINIB,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283363H,2019-04-23,Princeps
JAKAVI,20 mg,Comprimé,B/56,RUXOLITINIB,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283362H,2019-04-23,Princeps
JASMINE,,Comprimé pelliculé,B/21,DROSPIRENONE+ETHINYLESTRADIOL,BAYER HEALTHCARE,FRANCE,5123051,2009-07-14,Princeps
JENTADUETO,2.5 mg/ 1000 mg,Comprimé pelliculé,B/56,LINAGLIPTINE + CHLORHYDRATE DE METFORMINE,BOEHRINGER ING.INT.GmbH,Allemagne,11533063,2017-02-22,Princeps
JETAR,30 mg,Comprimé pelliculé,B/2,DAPOXETINE,SAIPH,Tunisie,9164421,2025-06-27,Générique
JETAR,30 mg,Comprimé pelliculé,B/4,DAPOXETINE,SAIPH,Tunisie,9164422,2025-06-27,Générique
JETAR,60 mg,Comprimé pelliculé,B/2,DAPOXETINE,SAIPH,Tunisie,9164423,2025-06-27,Générique
JETAR,60 mg,Comprimé pelliculé,B/4,DAPOXETINE,SAIPH,Tunisie,9164424,2025-06-27,Générique
JIVI,500 UI,Poudre et solvant pour solution injectable,B/1 FL+1 seringue pré-remplie+ piston+adaptateur+kit de ponction veineuse,FACTEUR VIII,BAYER AG...,Allemagne,8363041H,2025-06-18,Princeps
JIVI,1000 UI,Poudre et solvant pour solution injectable,B/1 FL+ 1seringue pré-remplie+piston+adaptateur+kit de ponction veineuse,FACTEUR VIII,BAYER AG...,Allemagne,8363042H,2025-06-18,Princeps
JOSACINE,250 MG,Poudre pour suspension orale,FL/60ML,JOSAMYCINE,ADWYA,Tunisie,9043223,1992-04-21,Princeps
KABIVEN 1200,1200 Kcal,Emulsion injectable,"Poches tricompartimentées suremballées de 1540 ml, B/1",ACIDES AMINES+GLUCOSE+LIPIDES,FRESENIUS KABI FRANCE,FRANCE,3153054H,2011-04-20,Princeps
KABIVEN 1900,1600 Kcal,Emulsion injectable,"Poches tricompartimentées suremballées de 2053ml, B/4",ACIDES AMINES+GLUCOSE+LIPIDES,FRESENIUS KABI FRANCE,FRANCE,3153055H,2011-04-20,Princeps
KABIVEN 2300,2000 Kcal,Emulsion injectable,"Poches tricompartimentées suremballées de 2566 ml, B/3",ACIDES AMINES+GLUCOSE+LIPIDES,FRESENIUS KABI FRANCE,FRANCE,3153056H,2011-04-20,Princeps
KABIVEN 800,800 Kcal,Emulsion injectable,"Poches tricompartimentées suremballées de 1026ml, B/1",ACIDES AMINES+GLUCOSE+LIPIDES,FRESENIUS KABI FRANCE,FRANCE,3153053H,2011-04-20,Princeps
KADCYLA,100 MG,Poudre pour solution pour perfusion,B/1FL /15ml (100mg de poudre),TRASTUZUMAB,Roche Pharma (Schweiz) AG,SUISSE,6993271H,2024-05-23,Princeps
KADCYLA,160 MG,Poudre pour solution pour perfusion,B/1FL /20ml (160mg de poudre),TRASTUZUMAB,Roche Pharma (Schweiz) AG,SUISSE,6993272H,2024-05-23,Princeps
KALEORID LP,600 MG,Comprime enrobé,B/30,POTASSIUM,Laboratoires LEO,FRANCE,5820011,1992-12-02,Princeps
KALETRA,,Capsule molle,FL/180,RITONAVIR+LOPINAVIR,ABBOTT LABORATORIES S.A (Pty) Ltd,Etats Unis d'Amérique,4683021H,2002-06-08,Princeps
KALINOR - retard P,600 mg,Gélule,B/50,CHLORURE DE POTASSIUM,DESMA GmbH,Allemagne,26983011,2024-03-04,Princeps
KALIVI10,10 mg,Comprimé pelliculé,B/10,TADALAFIL,PHILADELPHIA PHARMA,Tunisie,9353111,2015-05-28,Générique
KALIVI10,10 mg,Comprimé pelliculé,B/4,TADALAFIL,PHILADELPHIA PHARMA,Tunisie,9353114,2016-02-17,Générique
KALIVI20,20 mg,Comprimé pelliculé,B/10,TADALAFIL,PHILADELPHIA PHARMA,Tunisie,9353112,2015-05-28,Générique
KALIVI20,20 mg,Comprimé pelliculé,B/4,TADALAFIL,PHILADELPHIA PHARMA,Tunisie,9353113,2015-07-28,Générique
KALIVI5,5 mg,Comprimé pelliculé,B/30,TADALAFIL,PHILADELPHIA PHARMA,Tunisie,9353115,2023-02-09,Générique
KALMIVUM,1 mg/ml,Suspension buvable,FL/200 ML,DOMPERIDONE,ADWYA,Tunisie,9044411,2018-12-12,Générique
KAOLOGEAIS,,Granulés à libération prolongée,B/250 GR,MEPROBAMATE+GOMME DE STERCULIA+KAOLIN,EREMPHARMA France,FRANCE,11763011,2008-05-31,Princeps
KARBOTEEN,150mg/15ml,Solution injectable pour perfusion,B/1 flacon/15 ml,CARBOPLATINE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653601H,2015-04-07,Générique
KARBOTEEN,450mg/45ml,Solution injectable pour perfusion,B/1FL/45 ml,CARBOPLATINE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653602H,2015-04-07,Générique
KAVIR,1 mg,Comprimé pelliculé,B/30,ENTECAVIR,PHILADELPHIA PHARMA,Tunisie,9353192H,2017-07-03,Générique
KAVIR,0.5 mg,Comprimé pelliculé,B/30,ENTECAVIR,PHILADELPHIA PHARMA,Tunisie,9353191H,2017-07-03,Générique
KEFORAL,500 MG,Gélule,B/12,CEFALEXINE,SAIPH,Tunisie,9163092,1997-10-20,Princeps
KEFORAL.,250 MG,Poudre pour suspension orale,FL/60 ML,CEFALEXINE,SAIPH,Tunisie,9163091,1997-08-06,Princeps
KENACORT RETARD 40,40 MG,Suspension injectable,B/1/1 ML,TRIAMCINOLONE,BRISTOL MYERS SQUIBB,FRANCE,6400041,1994-01-27,Princeps
KETALGIC50,50 mg,Gélule,Fl/24,KETOPROFENE,TAHA PHARMA,Tunisie,9373161,2017-02-21,Générique
KETAMINE PANPHARMA,50 mg/ml,Solution injectable,B/5/5ml,KETAMINE,PANPHARMA,FRANCE,7233012H,2016-03-17,Générique
KETODERM 2% GEL EN SACHET,2%,Gel dermique,B/8/6 GR,KETOCONAZOLE,EG LABO - Laboratoires Eurogenerics SAS,FRANCE,23223011,2020-08-07,Princeps
KETOFEN LP,200 mg,Gélule,Fl/14,KETOPROFENE,DAR-ESSAYDALI.,Tunisie,9213113,2002-05-13,Générique
KETOGEL,2%,Gel dermique,Tube monodose/20 gr,KETOCONAZOLE,OPALIA PHARMA,Tunisie,9023681,2003-05-08,Générique
KETOLIN,2%,Creme dermique,T/15 GR,KETOCONAZOLE,PHARMADERM,Tunisie,9053311,2017-11-22,Générique
KETOPROGEL,2.5%,Gel dermique,T/50 gr,KETOPROFENE,PHARMADERM,Tunisie,9053241,2014-09-29,Générique
KETOZOL GEL MOUSSANT,2%,Gel moussant,Tube unidose/20 gr,KETOCONAZOLE,DAR-ESSAYDALI.,Tunisie,9213192,2011-05-07,Générique
KETUM,2.5%,Gel dermique,T/50 GR,KETOPROFENE,PHARMAGHREB,Tunisie,9013251,1995-10-27,Princeps
KEYTRUDA,25 mg/ml,Solution à diluer pour perfusion,B/1FL/4ML,PEMBROLIZUMAB,MERCK SHARP & DOHME B.V,HOLLANDE,7013141H,2025-12-23,Princeps
KINUREA H,50 mg,Solution injectable,B/6/5 ML,QUININE-UREE,ALEPT,FRANCE,12133011,2008-04-23,Princeps
KISQALI,200 MG,Comprimé pelliculé,B/63,RIBOCICLIB,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283401H,2021-01-06,Princeps
KODERM,2%,Creme dermique,T/15 gr,KETOCONAZOLE,PHARMAGHREB,Tunisie,9013981,2018-03-07,Générique
KOVALTRY,250 UI,Poudre pour solution injectable,B/1FL+ solvant/2.5 ml + Set de transfert,OCTOGOG ALFA,BAYER AG...,Allemagne,8363031H,2025-06-02,Princeps
KOVALTRY,500 UI,Poudre pour solution injectable,B/1FL+ solvant/2.5 ml + Set de transfert,OCTOGOG ALFA,BAYER AG...,Allemagne,8363032H,2025-06-02,Princeps
KOVALTRY,1000 UI,Poudre pour solution injectable,B/1FL+ solvant/2.5 ml + Set de transfert,OCTOGOG ALFA,BAYER AG...,Allemagne,8363033H,2025-06-02,Princeps
L 114,,Gouttes buvables,FL/30 ML,PRODUITS HOMEOPATHIQUES,LEHNING,FRANCE,7053011,1991-06-27,Princeps
L 52,,Gouttes buvables,FL/30 ML,PRODUITS HOMEOPATHIQUES,LEHNING,FRANCE,7053021,1991-06-27,Princeps
L-THYROXIN BC,100 µG,Comprimé sécable,B/100,LEVOTHYROXINE SODIQUE,BERLIN-CHEMIE AG,Allemagne,8383073,2015-01-09,Générique
L-THYROXIN BC,100 Mikrogramm,Comprimé sécable,B/50,LEVOTHYROXINE SODIQUE,BERLIN-CHEMIE AG,Allemagne,8383074,2015-02-25,Générique
L-THYROXIN BC,50 µG,Comprimé sécable,B/100,LEVOTHYROXINE SODIQUE,BERLIN-CHEMIE AG,Allemagne,8383075,2015-01-09,Générique
LACINE 50,50 mg,Comprime enrobé,B/30,LOSARTAN,SAIPH,Tunisie,ST9163721,2008-01-23,Générique
LACRIFLUID,0.13%,Collyre,FL/10 GR,CARBOMERE,EUROPHTA,FRANCE,7483021,2004-01-08,Princeps
LACRINORM,0.2%,Gel ophtalmique,T/10 GR,CARBOMERE,CHAUVIN,FRANCE,5283161,2002-06-20,Princeps
LACRYPOS,,Collyre,FL/10ML,CHONDROITINE,ALCON FRANCE,FRANCE,6163021,1988-01-14,Princeps
LACTEOL,340 mg,Gélule,B/10,LACTOBACILLUS ACIDOPHILUS,DSM- FIRMENICH HOUDAN SAS,FRANCE,8623013,2013-03-13,Princeps
LACTEOL,340 mg,Poudre pour suspension orale,B/10 SACH,LACTOBACILLUS LB,DSM- FIRMENICH HOUDAN SAS,FRANCE,8623012,1998-02-18,Princeps
LACTULOSE,,Solution buvable,B/20 sachets-dose /15 ml,LACTULOSE,OPALIA PHARMA,Tunisie,9023342,2010-07-30,Générique
LACTULOSE,,Solution buvable,B/8 sachets-dose /15 ml,LACTULOSE,OPALIA PHARMA,Tunisie,9023343,2019-06-09,Générique
LACTULOSE,,Solution buvable,FL/200 ML,LACTULOSE,OPALIA PHARMA,Tunisie,9023341,1996-03-15,Générique
LAMALINE,,Suppositoire,B/10,PARACETAMOL+BELLADONA+OPIUM,SIPHAT,Tunisie,9003361,1994-01-27,Princeps
LARMES ARTIFICIELLES UNIMED,1.4%,Collyre,FL/5 ML,CHLORURE DE SODIUM,UNIMED,Tunisie,9093461,2004-08-05,Générique
LASILIX SPECIAL,500 mg,Comprimé sécable,B/100,FUROSEMIDE,SANOFI Winthrop Industrie.,FRANCE,5660067H,2013-09-06,Princeps
LASILIX SPECIAL,250 MG,Solution injectable,B/6/25 ML,FUROSEMIDE,SANOFI Winthrop Industrie.,FRANCE,5660068H,2017-03-13,Princeps
LATAPOL,0.005%,Collyre,FL/2.5 ML,LATANOPROST,ABDI IBRAHIM IIac San. ve Tic. A.S.,TURQUIE,3733021,2017-07-19,Générique
LATAZ 0.005%,50 µcg/ML,Collyre,FL/2.5 ML,LATANOPROST,RAFARM SA,GRECE,4523012,2018-05-17,Générique
LATAZ-CO,0.5% ; 0.005%,Collyre,FL/2.5 ML,LATANOPROST+TIMOLOL,RAFARM SA,GRECE,4523011,2018-05-17,Générique
LAXAFINE NATURE,,Solution buvable,FL/125 ML,HUILE DE PARAFFINE,PHARMAGHREB,Tunisie,9013071a,1990-12-20,Générique
LAXAFINE NATURE,,Solution buvable,FL/250 ML,HUILE DE PARAFFINE,PHARMAGHREB,Tunisie,9013071b,1990-12-20,Générique
LAXAGEL,120 mg,Gel rectal,B/6 Tubes-canules unidoses/10 gr,DOCUSATE SODIQUE,PHARMAGHREB,Tunisie,9013771,2010-02-22,Générique
LAXATYL,,Solution buvable,FL/200 ML + godet-doseur,LACTULOSE,WEST PHARMA,Tunisie,9293221,2014-12-11,Générique
LAXATYL,,Solution buvable,FL/150 ML + godet-doseur,LACTULOSE,WEST PHARMA,Tunisie,9293222,2018-03-07,Générique
LAXATYL,,Solution buvable,FL/250 ML + godet-doseur,LACTULOSE,WEST PHARMA,Tunisie,9293223,2018-03-07,Générique
LAXOLYNE ADULT,,Suppositoire,B/10,GLYCERINE,JULPHAR,Emirats Arabes Unis,7473112,2000-09-18,Générique
LAXOLYNE CHILDREN,,Suppositoire,B/10,GLYCERINE,JULPHAR,Emirats Arabes Unis,7473113,2002-10-17,Générique
LEDERTREXATE,50mg/ 2ml,Solution injectable,B/1Fl/2ML,METHOTREXATE,NEURAXPHARM FRANCE,FRANCE,2923051H,2017-04-10,Princeps
LEDVIR,90MG/400mg,Comprimé pelliculé,FL/28,LEDIPASVIR+SOFOSBUVIR,MYLAN LABORATORIES LIMITED.,Inde,17443021H,2016-03-31,Générique
LENALIDOMIDE NEAPOLIS,25 mg,Gélule,B/21,LENALIDOMIDE,NEAPOLIS PHARMA,Tunisie,9393214H,2021-10-28,Générique
LENALIDOMIDE NEAPOLIS,5 mg,Gélule,B/21,LENALIDOMIDE,NEAPOLIS PHARMA,Tunisie,9393211H,2021-10-28,Générique
LENALIDOMIDE NEAPOLIS,10 mg,Gélule,B/21,LENALIDOMIDE,NEAPOLIS PHARMA,Tunisie,9393212H,2021-10-28,Générique
LENALIDOMIDE NEAPOLIS,15 mg,Gélule,B/21,LENALIDOMIDE,NEAPOLIS PHARMA,Tunisie,9393213H,2021-10-28,Générique
LENICALM,,Comprimé pelliculé,B/40,ASPERCULE..+AUBEPINE+TILLEUL,BOIRON,FRANCE,6873581,2007-09-26,Princeps
LENVIMA,10 mg,Gélule,B/30,MESILATE DE LENVATINIB,Eisai Europe Limited,Rayaume uni,23983012H,2023-06-27,Princeps
LENVIMA,4 MG,Gélule,B/30,MESILATE DE LENVATINIB,Eisai Europe Limited,Rayaume uni,23983011H,2023-06-27,Princeps
LEPONEX 100,100 mg,Comprimé sécable,B/50,CLOZAPINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283071,2006-04-27,Princeps
LEPONEX 25,25 mg,Comprimé sécable,B/50,CLOZAPINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283072,2006-04-27,Princeps
LETROZOLE ACCORD,2.5 mg,Comprimé pelliculé,B/28,LETROZOLE,ACCORD HEALTHCARE LTD,Rayaume uni,16923111H,2019-07-19,Générique
LETROZOLE ACTAVIS,2.5 mg,Comprimé pelliculé,B/100,LETROZOLE,ACTAVIS Group PTC ehf,Islande,10243101H,2013-04-16,Générique
LETROZOLE ADVANS,2.5mg,Comprimé pelliculé,B/30,LETROZOLE,ADVANS PHARMA,Tunisie,9413081H,2020-09-28,Générique
LETROZOLE KERN PHARMA,2.5 mg,Comprimé pelliculé,B/30,LETROZOLE,KERN PHARMA SL,ESPAGNE,15133011H,2015-07-01,Générique
LETROZOLE NEAPOLIS,2.5 mg,Comprimé pelliculé,B/30,LETROZOLE,NEAPOLIS PHARMA,Tunisie,9393091H,2019-08-02,Générique
LETROZOLE PHARMACARE,2.5 mg,Comprimé,B/30,LETROZOLE,PHARMACARE PREMIUM LIMITED,MALTE,24973011H,2022-06-17,Générique
LETROZOLE VIATRIS,2.5 mg,Comprimé pelliculé,B/30,LETROZOLE,VIATRIS SANTE,FRANCE,4923311H,2018-06-26,Générique
LEUCODININE B,10%,Pommade dermique,T/30 GR,MEQUINOL,TERIAK,Tunisie,9143071,2002-06-25,Princeps
LEVOCA,0.5mg/ml,Solution buvable,FL/200 ML,LEVOCETIRIZINE,SIMED,Tunisie,9083791,2021-03-30,Générique
LEVOCA,5mg/ml,Solution buvable,FL/15ML,LEVOCETIRIZINE,SIMED,Tunisie,9083792,2022-02-17,Générique
LEVOFOLINA 175,"175 mg/17,5 ml",Solution injectable,B/ 1Fl/17.5 ml,LEVOFOLINATE DE CALCIUM,DORCAS,Tunisie,9313262H,2018-07-04,Générique
LEVOFOLINA 25,"25 mg/2,5 ml",Solution injectable,B/ 1 ampoule,LEVOFOLINATE DE CALCIUM,DORCAS,Tunisie,9313261H,2018-07-04,Générique
LEVOFOLINA 50,10 mg/ml,Solution injectable,B/1ampoule/5ml,LEVOFOLINATE DE CALCIUM,DORCAS,Tunisie,9313121H,2012-05-11,Générique
LEVOFOR 0.5%,5 MG/ML,Collyre,FL/5 ml,LEVOFLOXACINE,STERIPHARM,Tunisie,9443211,2024-07-30,Générique
LEVOFOR 1.5%,15 MG/ML,Collyre,FL 5 ML,LEVOFLOXACINE,STERIPHARM,Tunisie,9443212,2024-07-30,Générique
LEVOFOR INJECT,5 mg/ml,Solution injectable pour perfusion,FL/1/100 ml,LEVOFLOXACINE,STERIPHARM,Tunisie,9443251H,2025-07-31,Générique
LEVOJECT,5 MG/ML,Solution injectable pour perfusion,B/10 Poches multicouches/100 ML,LEVOFLOXACINE,UNIMED,Tunisie,9093702H,2020-02-03,Générique
LEVOJECT,5 MG/ML,Solution injectable pour perfusion,FL/100 ML,LEVOFLOXACINE,UNIMED,Tunisie,9093701H,2010-11-25,Générique
LEVOMEPROMAZINE 100,100 MG,Comprime enrobé,B/20,LEVOMEPROMAZINE,SIPHAT,Tunisie,9000221,1993-12-20,Générique
LEVOMEPROMAZINE 25,25 MG,Comprime enrobé,B/600,LEVOMEPROMAZINE,SIPHAT,Tunisie,9000223H,2000-02-17,Générique
LEVOMEPROMAZINE 25,25 MG,Comprime enrobé,B/20,LEVOMEPROMAZINE,SIPHAT,Tunisie,9000222,1993-12-22,Générique
LEVONORGESTREL MYLAN,1.5 mg,Comprimé,B/1,LEVONORGESTREL,MYLAN S.A.S,FRANCE,4923361,2021-02-23,Générique
LIBLAB,35.7mg,Comprimé à sucer,B/20,EXTRAIT SEC DE FEUILLE DE LIERRE,Dar Al Dawa Development and Investment Co.Ltd,JORDANIE,5403261,2021-06-03,Princeps
LIDOCA PLUS,5%,Creme dermique,T/30 gr,LIDOCAINE+PRILOCAINE,SIMED,Tunisie,9083691,2016-08-17,Générique
LIDOCA PLUS,5%,Creme dermique,T/5 GR,LIDOCAINE+PRILOCAINE,SIMED,Tunisie,9083692,2021-07-30,Générique
LIDOCA PLUS sans pansement,5%,Creme dermique,T/5 g,LIDOCAINE+PRILOCAINE,SIMED,Tunisie,9083693,2024-04-08,Générique
LIDOCAINE,5%,Solution externe,FL/24 ML,LIDOCAINE,LAPROPHAN,Maroc,6795131,1996-01-27,Générique
LIDOCAINE 10 MG/ML ADRENALINE 0.005 MG/ML AGUETTANT,,Solution injectable,B/10ampoules de 10 ml,LIDOCAINE+ADRENALINE,LABORATOIRE AGUETTANT,FRANCE,7093321,2018-09-25,Générique
LIDOCAÏNE 2% MEDIS AVEC ADRENALINE,,Solution injectable,B/50 carpules /1.8 ml,ADRENALINE+LIDOCAINE,LES LABORATOIRES MEDIS,Tunisie,9233621,2011-06-01,Générique
LIDOCAINE 20 MG/ML ADRENALINE 0.005 MG/ML AGUETTANT,,Solution injectable,B/10ampoules de 10 ml,LIDOCAINE+ADRENALINE,LABORATOIRE AGUETTANT,FRANCE,7093322,2018-09-25,Générique
LIDOJECT,1%,Solution injectable,B/50/10ML,LIDOCAINE,LABESFAL - Laboratorios Almiro S.A,PORTUGAL,4333021H,2001-06-23,Générique
LIDOJECT,2%,Solution injectable,B/50/10ML,LIDOCAINE,LABESFAL - Laboratorios Almiro S.A,PORTUGAL,4333022H,2001-06-23,Générique
LINCOJECT,600 mg/2ml,Solution injectable,B/100/2 ML,LINCOMYCINE,STERIPHARM,Tunisie,9443142H,2023-02-09,Générique
LINCOJECT,600 mg/2ml,Solution injectable,B/1 Ampoule/2 ML,LINCOMYCINE,STERIPHARM,Tunisie,9443141,2023-02-09,Générique
LIPANTHYL 300,300 MG,Gélule,B/30,FENOFIBRATE,ADWYA,Tunisie,9043532,1997-11-28,Princeps
LIPIODOL ULTRA-FLUIDE,480 mg I/ml,Solution injectable,AMPOULE DE 10 ML,HUILE D'OEILLETTE ESTERS ETHYL.DES AC.GRAS IODES,GUERBET,FRANCE,5640051,1991-04-18,Princeps
LIPOMIN,160 mg,Gélule,B/30,FENOFIBRATE,WEST PHARMA,Tunisie,9293331,2020-02-03,Générique
LIPOSIC,0.2%,Gel ophtalmique,T/10 GR,CARBOMERE,CHAUVIN,FRANCE,5283171,2006-11-16,Princeps
LIPROTEC,160 MG,Gélule,B/30,FENOFIBRATE,LES LABORATOIRES MEDIS,Tunisie,9233911,2017-07-11,Générique
LITAK,10 mg (2mg/ml),Solution injectable,B/ 1 flacon/5 ml,CLADRIBINE,LIPOMED AG,SUISSE,12723011H,2015-02-09,Princeps
LOCACID,0.05%,Creme dermique,T/30 GR,TRETINOINE,SIMED,Tunisie,9083251,1999-02-24,Princeps
LOCATOP,0.1%,Creme dermique,T/30 GR,DESONIDE,SIMED,Tunisie,9083331,2002-02-16,Princeps
LOCERYL AMOROLFINE,5%,Vernis à ongles médicamenteux,FL/2.5 ML,AMOROLFINE,GALDERMA INTERNATIONAL,FRANCE,7393061,1999-10-21,Princeps
LOFEPAL,500 mg,Comprimé pelliculé,B/50,MYCOPHENOLATE MOFETIL,OPALIA PHARMA,Tunisie,9023962,2012-07-18,Générique
LOFEPAL,250 mg,Comprimé pelliculé,B/100,MYCOPHENOLATE MOFETIL,OPALIA PHARMA,Tunisie,9023961,2012-07-27,Générique
LOPRESSOR LP,200 mg,Comprimé secable l.p,B/30,METOPROLOL,Laboratorio Farmaceutico SIT S.r.l.,ITALIE,18483021,2022-08-09,Princeps
LORBRENA,100 MG,Comprimé pelliculé,B/30,LORLATINIB,"PFIZER , Inc.,",Etats Unis d'Amérique,31583012H,2026-02-09,Princeps
LORBRENA,25 MG,Comprimé pelliculé,B/30,LORLATINIB,"PFIZER , Inc.,",Etats Unis d'Amérique,31583011H,2026-02-09,Princeps
LOSTIN,40 mg,Comprimé,B/30,LOVASTATINE,SAIPH,Tunisie,ST9163703,2008-01-26,Générique
LOSTIN,20 mg,Comprimé,B/30,LOVASTATINE,SAIPH,Tunisie,ST9163702,2008-01-26,Générique
LOSTIN,10 mg,Comprimé,B/30,LOVASTATINE,SAIPH,Tunisie,ST9163701,2008-01-26,Générique
LOTEMAX,0.5%,Gel ophtalmique,FL /10ml,LOTEPREDNOL,"BAUSCH &LOMB, INC.",Etats Unis d'Amérique,24063011,2020-08-06,Princeps
LOVIK,500 mg,Comprimé pelliculé sécable,B/10,LEVOFLOXACINE,PHILADELPHIA PHARMA,Tunisie,9353052,2014-03-14,Générique
LOVIK,500 mg,Comprimé pelliculé sécable,B/5,LEVOFLOXACINE,PHILADELPHIA PHARMA,Tunisie,9353051,2014-03-14,Générique
LOXALATE,10 mg,Comprimé pelliculé sécable,B/28,ESCITALOPRAM,ALPHAPHARM PTY LTD,Australie,16583011,2020-10-08,Générique
LOXALATE,20 mg,Comprimé pelliculé sécable,B/28,ESCITALOPRAM,ALPHAPHARM PTY LTD,Australie,16583012,2020-10-08,Générique
LUNARIS,0.5 mg,Gélule,B/30,FINGOLIMOD,LES LABORATOIRES MEDIS,Tunisie,ST9234071H,2022-05-04,Générique
LUNARIS,0.5 mg,Gélule,B/90,FINGOLIMOD,LES LABORATOIRES MEDIS,Tunisie,ST9234072H,2022-08-31,Générique
LUVINSTA,20 mg,Gélule,B/30,FLUVASTATINE,ACTAVIS Group PTC ehf,Islande,10243111,2014-01-15,Générique
LUVINSTA,40 mg,Gélule,B/30,FLUVASTATINE,ACTAVIS Group PTC ehf,Islande,10243112,2014-01-15,Générique
LYMPHOGLOBULINE,20 MG/ML,Solution injectable,B/1/5 ML,IMMUNOGLOBULINE EQUINE ANTI-THYMOCYTES HUMAINS,GENZYME POLYCLONALS S.A.S,FRANCE,1383011H,2003-07-24,Princeps
MAALOX CONTROLE,20 mg,Gélule,FL/28,OMEPRAZOLE,WINTHROP PHARMA TUNISIE,Tunisie,9103743,2010-03-02,Générique
MAALOX CONTROLE,20 mg,Gélule,FL/14,OMEPRAZOLE,WINTHROP PHARMA TUNISIE,Tunisie,9103742,2010-03-02,Générique
MABTHERA,1400 mg/11.7ml,Solution injectable,B/1FL/11.7ML,RITUXIMAB,Roche Pharma (Schweiz) AG.,SUISSE,6993143H,2019-06-10,Princeps
MABTHERA,100 mg/10ml,Solution injectable,B/2FL/10ML,RITUXIMAB,Roche Pharma (Schweiz) AG,SUISSE,6993141H,2003-05-02,Princeps
MABTHERA,500 mg/50ml,Solution injectable,B/1FL/50ML,RITUXIMAB,Roche Pharma (Schweiz) AG,SUISSE,6993142H,2003-05-05,Princeps
MAG 2,184 mg,Poudre pour solution orale,B/20 Sachets/6 gr,MAGNESIUM,IBN AL BAYTAR,Tunisie,9073511,2011-10-10,Princeps
MAG 2,100 MG,Comprimé,B/60,MAGNESIUM,COOPERATION PHARMACEUTIQUE FRANCAISE,FRANCE,7623021,2004-01-31,Princeps
MAG B6,100 mg/ 10 ml,Solution buvable,B/20,MAGNESIUM+VITAMINE B6,ADWYA,Tunisie,9044331,2018-01-22,Générique
MAGNESIE S.PELLEGRINO AROME ANIS,,Poudre orale effervescente,FL/125 GR,MAGNESIUM HYDROXYDE,ACTIPHARM SA,SUISSE,13653011,2010-12-04,Princeps
MAGNESIUM GLYCOCOLLE LAFARGE,,Comprimé pelliculé,B/50,MAGNESIUM,S.E.R.P. MONACO,MONACO,10703011,2006-12-20,Princeps
MAGNESIUM TERIAK,100 mg,Comprimé,B/60,MAGNESIUM,TERIAK,Tunisie,9253681,2011-05-07,Générique
MAVENCLAD,10mg,Comprimé,B/1,CLADRIBINE,MERCK EUROPE B.V,HOLLANDE,22073041H,2021-10-08,Princeps
MAVENCLAD,10mg,Comprimé,B/6,CLADRIBINE,MERCK EUROPE B.V,HOLLANDE,22073043H,2021-10-08,Princeps
