NAME_MAIN,STRENGTH,FORM,PACKAGE,DCI,LABO,PAYS,CODE_PCT,DATE AMM,G/P
HEPATITIS-B-IMMUNGLOBULIN BEHRING,200 UI/ML,Solution injectable,B/1 seringue pré-remplie de 1 ml,IMMUNOGLOBULINE HUMAINE ANTI HBS,CSL BEHRING GmbH,Allemagne,8143071,2013-08-20,Princeps
HEPATITIS-B-IMMUNGLOBULIN BEHRING,200 UI/ML (1000/5ml),Solution injectable,B/1 seringue pré-remplie de 5 ml,IMMUNOGLOBULINE HUMAINE ANTI HBS,CSL BEHRING GmbH,Allemagne,8143072,2013-08-20,Princeps
HEPAVAX-GENE,20 mcg,Solution injectable,B/1/1Ml,VACCIN CONTRE L'HEPATITE B,BERNA BIOTECH KOREA CORPORATION,Corée du Sud,1113012,2000-12-19,Princeps
HEPAVAX-GENE,10 Mcg,Solution injectable,B/1/0.5 Ml,VACCIN CONTRE L'HEPATITE B,BERNA BIOTECH KOREA CORPORATION,Corée du Sud,1113011,2000-12-30,Princeps
HERCEPTIN,150 mg,Pdre p.prep.injectable,B/1Flacon de lyophilisat,TRASTUZUMAB,Roche Pharma (Schweiz) AG,SUISSE,6993151H,2008-04-30,Princeps
HERPEX,5%,Creme dermique,T/5 GR,ACICLOVIR,SIMED,Tunisie,9083721,2018-03-22,Générique
HERPEX,200 mg,Comprimé,B/30,ACICLOVIR,SIMED,Tunisie,ST9083722,2022-02-17,Générique
HERTRAZ,150 mg,Pdre p.prep.injectable,B/1Flacon de lyophilisat+ 1Flacon de solvant,TRASTUZUMAB,BIOCON BIOLOGICS LIMITED,Inde,25293021H,2024-02-02,Biosimilaire
HERTRAZ,440 mg,Pdre p.prep.injectable,B/1Flacon de lyophilisat+ 2 Flacons de solvant,TRASTUZUMAB,BIOCON BIOLOGICS LIMITED,Inde,25293022H,2024-02-02,Biosimilaire
HERZUMA,150 mg,Poudre pour solution à diluer pour perfusion,B/1 Flacon,TRASTUZUMAB,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653781H,2022-09-09,Biosimilaire
HERZUMA,440 mg,Poudre pour solution à diluer pour perfusion,B/1 flacon de poudre+ 1 flacon de solvant,TRASTUZUMAB,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653782H,2022-09-09,Biosimilaire
HEXABAIN,1 MG,Solute buccal,FL/200 ML,HEXETIDINE,SIPHAT,Tunisie,9003401,1994-06-06,Générique
HEXABRIX 320,320 mg d'iode/ML,Solution injectable,FL/20 ML,"IOXITALAMATE DE NA, MEGLUMINE",GUERBET,FRANCE,5640021B,1991-04-18,Princeps
HEXABRIX 320,320 mg d'iode/ML,Solution injectable,FL/50 ML,"IOXITALAMATE DE NA, MEGLUMINE",GUERBET,FRANCE,5640021C,1991-04-18,Princeps
HEXASPRAY,0.75%,Collutoire,FL/30GR,BICLOTYMOL,BOUCHARA-RECORDATI,FRANCE,7313071,2000-12-20,Princeps
HEXAXIM,,Suspension injectable,B/1seringue pré-remplie/0.5ml,VACCIN D+T+C+P+HB+HIB,SANOFI PASTEUR SA,FRANCE,12063091,2017-04-26,Princeps
HEXAXIM,,Suspension injectable,B/1seringue pré-remplie/0.5ml,VACCIN D+T+C+P+HB+HIB,SANOFI Winthrop Industrie.,FRANCE,11513121,2025-06-18,Princeps
HEXIDENT,0.12%,Solute buccal,FL/125 ML,CHLORHEXIDINE,PHARMADERM,Tunisie,9053141,1998-01-26,Générique
HHT,4 UI,Pdre p.prep.injectable,FL+Ser/1ml+2aig+1 tampon alcoolisée,SOMATROPINE,BIO SIDUS S.A,Argentina,4593021H,2009-07-01,Générique
HIKMA MIDAZOLAM,5 mg/ml,Solution injectable,B/10/1ml,MIDAZOLAM,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653471H,2006-11-16,Générique
HOLOXAN,500 MG,Pdre p.prep.injectable,B/1 flacon sans solvant,IFOSFAMIDE,BAXTER ONCOLOGY GmbH,Allemagne,2613011H,2003-11-21,Princeps
HOLOXAN,1 GR,Pdre p.prep.injectable,B/1 flacon sans solvant,IFOSFAMIDE,BAXTER ONCOLOGY GmbH,Allemagne,2613012H,2003-11-21,Princeps
HOLOXAN,2 GR,Pdre p.prep.injectable,B/1 flacon sans solvant,IFOSFAMIDE,BAXTER ONCOLOGY GmbH,Allemagne,2613013H,2003-11-21,Princeps
HOMEOGENE 9,,Comprimé,B/60,PRODUITS HOMEOPATHIQUES,BOIRON,FRANCE,6873171,1991-06-29,Princeps
HOMEOPLASMINE,,Pommade dermique,T/18 GR,CALENDULA TM+PHYTOLACCA DECANDRA TM,BOIRON,FRANCE,6873061A,1990-06-16,Princeps
HOMEOPLASMINE,,Pommade dermique,T/40 GR,CALENDULA TM+PHYTOLACCA DECANDRA TM,BOIRON,FRANCE,6873061B,1990-06-16,Princeps
HOMEOVOX,,Comprimé drageifié,B/60,HOMEOPATHIE,BOIRON,FRANCE,6873111,1990-06-19,Princeps
HULIO,40 mg/0.8 ml,Solution injectable,B/2 seringues pré-remplies,ADALIMUMAB,"Biosimilar Collaborations Ireland Limited (""BCIl"")",Irelande,29123021H,2024-10-30,Biosimilaire
HULIO,40 mg/0.8 ml,Solution injectable,B/2 stylos pré-remplis,ADALIMUMAB,"Biosimilar Collaborations Ireland Limited (""BCIl"")",Irelande,29123022H,2024-10-30,Biosimilaire
HUMEX MAL DE GORGE MENTHE SANS SUCRE,20 mg,Pastilles,B/24,BICLOTYMOL,URGO,FRANCE,1893011,2016-06-23,Princeps
HUMEX MAL DE GORGE MIEL CITRON,20 mg,Pastilles,B/24,BICLOTYMOL,URGO,FRANCE,1893012,2016-06-23,Princeps
HUMIRA,40 mg,Solution injectable,B/2 seringues/0.4 ml,ADALIMUMAB,ABBVIE DEUTSCHLAND Gmbh and Co.KG,Allemagne,16913031H,2021-10-19,Princeps
HUMIRA,20 mg,Solution injectable,B/2 seringues pré-remplies/0.2 ml,ADALIMUMAB,ABBVIE DEUTSCHLAND Gmbh and Co.KG,Allemagne,16913032H,2024-02-02,Princeps
HYALGAN,20 mg/2ml,Solution injectable,FL/2 ML,HYALURONATE DE SODIUM,FIDIA Farmaceutici SpA,ITALIE,7883012,2006-01-03,Princeps
HYALOSILVER,0.2%,Poudre a usage externe,Fl/125 ml,HYALURONATE DE SODIUM,FIDIA Farmaceutici SpA,ITALIE,7883042,2019-05-22,Princeps
HYALOSILVER,0.2%,Spray poudre,Fl/50 ml,HYALURONATE DE SODIUM,FIDIA Farmaceutici SpA,ITALIE,7883041,2018-05-17,Princeps
HYDREA,500 MG,Gélule,B/20,HYDROXYCARBAMIDE,BRISTOL MYERS SQUIBB,FRANCE,5253081,1997-02-27,Princeps
HYDROCORTISONE BIOCODEX,100 mg,Pdre p.prep.injectable,B/1FL+S/2ML,HYDROCORTISONE,BIOCODEX,FRANCE,5193091,2016-03-17,Générique
HYDROCORTISONE LEURQUIN,100 mg,Pdre p.prep.injectable,B/100 flacons,HYDROCORTISONE,LEURQUIN MEDIOLANUM,FRANCE,5833042H,2008-08-01,Générique
HYDROCORTISONE MEDO,100 mg,Pdre p.prep.injectable,B/10FL sans solvant,HYDROCORTISONE,MEDOCHEMIE LTD,CHYPRE,6973213,2014-08-20,Générique
HYDROSOL POLYVITAMINE PHARMADEVELOPPEMENT,,Solution buvable,FL/20ML,POLYVITAMINES,PHARMA DEVELOPPEMENT,FRANCE,11603011,2011-10-26,Princeps
HYDROXOCOBALAMINE 10 000,,Solution injectable,B/4/2 ML,HYDROXOCOBALAMINE,SIPHAT,Tunisie,ST9000212,1993-12-20,Générique
HYDROXOCOBALAMINE 20 000,,Solution injectable,B/4/2 ML,HYDROXOCOBALAMINE,SIPHAT,Tunisie,ST9000213,1993-12-20,Générique
HYDROXOCOBALAMINE 5000,,Solution injectable,B/4/2 ML,HYDROXOCOBALAMINE,SIPHAT,Tunisie,ST9000211,1993-12-20,Générique
HYPNOMIDATE,2 mg/ml,Solution injectable,B/5/10 ml,ETOMIDATE,Piramal Critical Care B.V.,HOLLANDE,23693011H,2020-10-07,Princeps
HYPOCHOL,40 mg,Gélule,B/28,FLUVASTATINE,ADVANS PHARMA,Tunisie,9413111,2021-07-27,Générique
HYPOTEN 100,100 MG,Comprimé pelliculé sécable,B/30,ATENOLOL,IBN AL BAYTAR,Tunisie,9073102,1993-10-19,Générique
HYPOTEN 50,50 mg,Comprimé pelliculé sécable,B/100,ATENOLOL,IBN AL BAYTAR,Tunisie,9073104H,2020-09-07,Générique
HYPOTEN 50,50 MG,Comprimé pelliculé sécable,B/30,ATENOLOL,IBN AL BAYTAR,Tunisie,9073101,1993-10-19,Générique
IBRANCE,100MG,Gélule,FL/21,PALBOCICLIB,Pfizer Inc USA,Etats Unis d'Amérique,14943013H,2021-01-06,Princeps
IBRANCE,75MG,Gélule,FL/21,PALBOCICLIB,Pfizer Inc USA,Etats Unis d'Amérique,14943012H,2021-01-06,Princeps
IBRANCE,125MG,Gélule,FL/21,PALBOCICLIB,Pfizer Inc USA,Etats Unis d'Amérique,14943011H,2021-01-06,Princeps
IBUPHIL GEL MENTHOLÉ,5%,Gel dermique,T/50 gr,IBUPROFEN,SIMED,Tunisie,9083453,2006-12-28,Générique
IBUPHIL 125,125 mg,Suppositoire,B/10,IBUPROFEN,SIMED,Tunisie,9083456,2016-06-16,Générique
IBUPHIL 400,400 mg,Comprimé pelliculé,B/20,IBUPROFEN,SIMED,Tunisie,9083454,2010-01-13,Générique
IBUPHIL 600,600 mg,Comprimé pelliculé,B/20,IBUPROFEN,SIMED,Tunisie,9083455,2010-01-13,Générique
IBUPHIL COLD 200/30,,Comprimé pelliculé,B/15,IBUPROFEN+PSEUDOEPHEDRINE,PHILADELPHIA PHARMA,Tunisie,9353021,2014-03-13,Générique
IBUPHIL COLD 400/60,,Comprimé pelliculé,B/15,IBUPROFEN+PSEUDOEPHEDRINE,PHILADELPHIA PHARMA,Tunisie,9353022,2014-03-13,Générique
IBUPHIL ENFANT-NOURRISSON,100 MG/5ML,Suspension buvable,FL/125 ML,IBUPROFEN,SIMED,Tunisie,9083451,2003-07-01,Générique
IBUPHIL GEL,5%,Gel dermique,T/50 gr,IBUPROFEN,SIMED,Tunisie,9083452,2004-10-07,Générique
IBURHUME,200mg/30mg,Comprimé pelliculé,B/15,IBUPROFEN+PSEUDOEPHEDRINE,PHARMACARE,Tunisie,9343261,2020-04-14,Générique
IBURHUME FORT,400mg/60mg,Comprimé pelliculé,B/10,IBUPROFEN+PSEUDOEPHEDRINE,PHARMACARE,Tunisie,9343262,2018-04-27,Générique
ICAZ LP,2.5 mg,Gélule à libération prolongée,B/30,ISRADIPINE,Laboratorio Farmaceutico SIT S.r.l.,ITALIE,18483011,2022-01-26,Princeps
ICAZ LP,5 mg,Gélule à libération prolongée,B/30,ISRADIPINE,Laboratorio Farmaceutico SIT S.r.l.,ITALIE,18483012,2022-01-26,Princeps
IDACIO,40 mg,Solution injectable,B/2 seringues préremplies/0.8 ml,ADALIMUMAB,FRESENIUS KABI FRANCE,FRANCE,31532314,2024-12-05,Biosimilaire
IDROLATTONE,100 MG,Comprimé,B/10,SPIRONOLACTONE,GIORGIO ZOJA,ITALIE,7533041,1995-04-21,Générique
IG VENA,2.5g/50 ml,Solution injectable pour perfusion,FL/50 ml+set de transfert,IMMUNOGLOBULINE HUMAINE POLYVALENTE,KEDRION S.p.A,ITALIE,13043052H,2013-08-20,Princeps
IG VENA,5 g/100 ml,Solution injectable pour perfusion,FL/100 ml,IMMUNOGLOBULINE HUMAINE POLYVALENTE,KEDRION S.p.A,ITALIE,13043051H,2013-08-20,Princeps
IG VENA,10 g/200 ml,Solution injectable pour perfusion,FL/200 ml,IMMUNOGLOBULINE HUMAINE NORMALE,KEDRION S.p.A,ITALIE,13043053H,2025-10-23,Princeps
ILAX 10 GR,10 gr,Poudre pour solution orale,B/20 sachets,POLYETHYLENE GLYCOL,TERIAK,Tunisie,ST9253612,2010-05-26,Générique
ILAX 4 GR,,Poudre pour solution orale,B/20 sachets,POLYETHYLENE GLYCOL,TERIAK,Tunisie,ST9253611,2010-05-25,Générique
IMATINIB NEAPOLIS,400 mg,Comprimé pelliculé,B/30,IMATINIB,NEAPOLIS PHARMA,Tunisie,9393143H,2020-09-21,Générique
IMATINIB NEAPOLIS,100 mg,Comprimé pelliculé,B/60,IMATINIB,NEAPOLIS PHARMA,Tunisie,9393142H,2020-09-21,Générique
IMATINIB NEAPOLIS,100 mg,Comprimé pelliculé,B/30,IMATINIB,NEAPOLIS PHARMA,Tunisie,9393141H,2020-09-21,Générique
IMATINIB OPALIA,100 mg,Gélule,B/30,IMATINIB,OPALIA PHARMA,Tunisie,9024071,2016-07-18,Générique
IMATINIB OPALIA,400 mg,Gélule,B/30,IMATINIB,OPALIA PHARMA,Tunisie,9024072,2016-07-18,Générique
IMBRUVICA,140 mg,Gélule,B/90,IBRUTINIB,Janssen-Cilag International N.V,BELGIQUE,15273031H,2018-09-25,Princeps
IMIPIMEN/CILASTATINE KABI,500 mg/500 mg,Poudre pour solution injectable,B/10 flacons/20 ml,IMIPENEM+CILASTATINE,FRESENIUS KABI FRANCE,FRANCE,3153141H,2017-07-03,Générique
IMIPIMEN/CILASTATINE KABI,250 mg/250 mg,Poudre pour solution injectable,B/10 flacons/20 ml,IMIPENEM+CILASTATINE,FRESENIUS KABI FRANCE,FRANCE,3153142H,2017-06-28,Générique
IMMUN BCG FRAIS,75 mg/ml,Suspension pour administration intravesicale,B/1flacon/1 ml,VACCIN BCG,INSTITUT PASTEUR DE TUNIS,Tunisie,9333051H,2010-07-22,Princeps
IMMUNATE,250 UI,Pdre p.prep.injectable,1FL/+Sol/5 ml+ kit de perfusion,FACTEUR VIII+VON WILLEBRAND,BAXTER AG Autriche,AUTRICHE,10623022H,2011-07-27,Princeps
IMMUNATE,500 UI,Pdre p.prep.injectable,1FL/+S/5 ml+ KIT DE TRANSFERT,FACTEUR VIII+VON WILLEBRAND,Takeda Manufacturing Austria AG,Australie,10623021H,2010-02-17,Princeps
IMMUNINE,600 UI,Pdre p.prep.injectable,FL+S/5ML+ kit de perfusion,FACTEUR IX,Takeda Manufacturing Austria AG,Australie,10623031H,2010-02-25,Princeps
IMMUNO HBS,180 UI/ML,Solution injectable,B/1 flacon / 1 ml,IMMUNOGLOBULINE HUMAINE ANTI HBS,KEDRION S.p.A,ITALIE,13043011,2010-01-15,Princeps
IMMUNO HBS,540 UI/3ML,Solution injectable,B/1 flacon / 3 ml,IMMUNOGLOBULINE HUMAINE ANTI HBS,KEDRION S.p.A,ITALIE,13043012,2010-01-15,Princeps
IMMUNORHO,300 µG (1500 UI ),Pdre p.prep.injectable,B/ 1 FL poudre + 1 Amp solvant,IMMUNOGLOBULINE HUMAINE ANTI D,KEDRION S.p.A,ITALIE,13043071,2014-12-30,Princeps
IMMUPRY100,100 mg/ml,Solution buvable,FL/50 ml,CICLOSPORINE,TAHA PHARMA,Tunisie,9373087H,2016-07-12,Générique
IMOVAX POLIO,,Suspension injectable,B/1/0.5 ML,VACCIN POLIOMYÉLITIQUE,SANOFI Winthrop Industrie.,FRANCE,12063081,2012-12-21,Princeps
IMUREL,50 mg,Comprimé pelliculé,B/100,AZATHIOPRINE,Aspen Europe GmbH,Allemagne,15553011,2013-05-20,Princeps
INACTIVATED POLIOMYELITIS VACCINE,,Suspension injectable,B/1FL /0.5 ML,VACCIN POLIOMYÉLITIQUE,BILTHOVEN BIOLOGICALS B.V,HOLLANDE,16303011,2017-04-10,Princeps
INCRUSE,62.5 mg,Poudre pour inhalation buccale,B/1Inhalateur/30 doses,UMECLIDINUM,GLAXO GROUP Ltd,Rayaume uni,2883041,2017-05-16,Princeps
INDOCOLLYRE,0.1 %,Collyre,B/20 récipients unidoses/0.35ml,INDOMETACINE,CHAUVIN,FRANCE,5283122,2018-01-15,Princeps
INDOCOLLYRE,0.1 %,Collyre,FL/5ML,INDOMETACINE,CHAUVIN,FRANCE,5283121,1999-06-28,Princeps
INDOGESIC,100 MG,Suppositoire,B/5,INDOMETACINE,Dar Al Dawa Development and Investment Co.Ltd,JORDANIE,5403034,1999-11-01,Générique
INDOLAN,25 MG,Gélule,B/30,INDOMETACINE,LAPROPHAN,Maroc,6795072,2002-05-21,Générique
INDOMETACINE IPS,50 mg,Suppositoire,B/10,INDOMETACINE,IPS (Industrie Pharmaceutique Said),Tunisie,9273022,2009-08-14,Générique
INDOMETACINE IPS,100 mg,Suppositoire,B/10,INDOMETACINE,IPS (Industrie Pharmaceutique Said),Tunisie,9273021,2009-08-14,Générique
INFANRIX HEXA,,Pdre p.prep.injectable,B/1fl+ser/0.5ml dose,VACCIN D+T+C+P+HB+HIB,Glaxo Smith KLine Biologicals S.A (RIXENSART),BELGIQUE,2363051,2005-08-20,Princeps
INFASURF,35mg/ml,Susp. p. instill endotrachéobronchique,B/1Fl/6ml,CALFACTANT,Jazeera Pharmaceutical Industries.,,12673012H,2019-12-04,Princeps
INFASURF,35mg/ml,Susp. p. instill endotrachéobronchique,B/1Fl/3ml,CALFACTANT,Jazeera Pharmaceutical Industries.,,12673011H,2019-12-04,Princeps
INFLASONE,0.5 mg/ml,Gouttes buvables,FL/30 ML,BETAMETHASONE,LES LABORATOIRES MEDIS,Tunisie,9233951,2018-02-22,Générique
INFLIXIMAB BS I.V INFUSION,100 mg,Poudre lyophilisée pour perfusion intraveineuse,B/1 Flacon,INFLIXIMAB,Pfizer Japan Inc .,Japon,28293011H,2025-08-07,Biosimilaire
INFLOCINE,2.5%,Gel dermique,Tube/60 GR,ACIDE NIFLUMIQUE,IPS (Industrie Pharmaceutique Said),Tunisie,9273122,2006-12-15,Générique
INFLOCINE,3%,Pommade dermique,Tube/60 GR,ACIDE NIFLUMIQUE,IPS (Industrie Pharmaceutique Said),Tunisie,9273121,2006-12-15,Générique
INFLOCINE ADULTE,700 MG,Suppositoire,B/8,ACIDE NIFLUMIQUE,IPS (Industrie Pharmaceutique Said),Tunisie,9273111,2006-12-15,Générique
INFLOCINE ENFANT,400 MG,Suppositoire sécable,B/8,ACIDE NIFLUMIQUE,IPS (Industrie Pharmaceutique Said),Tunisie,9273112,2006-12-15,Générique
INFLUVAC,,Suspension injectable,B/1 Ser/0.5ML,VACCIN ANTIGRIPPE,ABBOT BIOLOGICALS B.V (WEESP),HOLLANDE,18243011,2016-05-25,Princeps
INFLUVAC TETRA,,Suspension injectable,B/1 Seringue pré-remplie de 0.5 ml,VACCIN GRIPPAL A (H1N1),ABBOT BIOLOGICALS B.V (WEESP),HOLLANDE,18243021,2021-04-08,Princeps
INICARD100,100 mg,Comprimé pelliculé sécable,B/30,ATENOLOL,WEST PHARMA,Tunisie,9293263,2017-07-11,Générique
INICARD100,100 mg,Comprimé pelliculé sécable,B/520,ATENOLOL,WEST PHARMA,Tunisie,9293264H,2017-07-10,Générique
INICARD50,50 mg,Comprimé pelliculé sécable,B/40,ATENOLOL,WEST PHARMA,Tunisie,9293261,2017-07-11,Générique
INICARD50,50 mg,Comprimé pelliculé sécable,B/500,ATENOLOL,WEST PHARMA,Tunisie,9293262H,2017-07-10,Générique
INIPLAC,90 mg,Comprimé pelliculé,B/60,TICAGRELOR,GALPHARMA,Tunisie,9223691,2024-04-22,Générique
INLYTA,1 mg,Comprimé pelliculé,B/28,AXITINIB,PFIZER AG,SUISSE,15833013H,2021-07-27,Princeps
INLYTA,5 mg,Comprimé pelliculé,B/28,AXITINIB,PFIZER AG,SUISSE,15833011H,2021-07-27,Princeps
INLYTA,1 mg,Comprimé pelliculé,B/56,AXITINIB,PFIZER AG,SUISSE,15833014H,2021-07-27,Princeps
INLYTA,5 mg,Comprimé pelliculé,B/56,AXITINIB,PFIZER AG,SUISSE,15833012H,2021-07-27,Princeps
INSUGEN R,100 UI/ml,Solution injectable,B/1FL de 10ml,INSULINE HUMAINE,LES LABORATOIRES MEDIS,Tunisie,9234091,2022-06-17,Biosimilaire
INSULATARD 100 UI/ML,100 UI/ML,Suspension injectable,FL/10 ML,INSULINE HUMAINE,NOVO NORDISK A/S Bagsvaerd,Denemark,5993017,2001-11-28,Princeps
INSULATARD PENFILL 100 UI/ML,100 UI/ML,Suspension injectable,B/5/3 ML,INSULINE HUMAINE,NOVO NORDISK A/S Bagsvaerd,Denemark,5993026,2001-12-08,Princeps
INTRALIPIDE,20%,Emulsion injectable,Poche/500 ml,EMULSION DE LIPIDES,FRESENIUS KABI FRANCE,FRANCE,3153061H,2013-09-06,Générique
INTRAMOL,0.5%,Collyre,FL/5 ml,TIMOLOL,ADWYA,Tunisie,9044391,2018-10-03,Générique
INTRATECT,10 gr/200ml,Solution injectable pour perfusion,FL/200 ml,IMMUNOGLOBULINE HUMAINE POLYVALENTE,BIOTEST PHARMA GmbH,Allemagne,3153075H,2017-04-10,Princeps
INTRATECT,10gr/100ml,Solution injectable pour perfusion,FL/100 ml,IMMUNOGLOBULINE HUMAINE POLYVALENTE,BIOTEST PHARMA GmbH,Allemagne,3153074H,2017-04-10,Princeps
INTRATECT,5gr/50ml,Solution injectable pour perfusion,FL/50 ml,IMMUNOGLOBULINE HUMAINE POLYVALENTE,BIOTEST PHARMA GmbH,Allemagne,3153073H,2017-04-10,Princeps
INTRATECT,5 gr/100ml,Solution injectable pour perfusion,FL/100 ml,IMMUNOGLOBULINE HUMAINE POLYVALENTE,BIOTEST PHARMA GmbH,Allemagne,8153072H,2007-08-27,Princeps
INTRATECT,2.5 gr/50ml,Solution injectable pour perfusion,FL/50 ml,IMMUNOGLOBULINE HUMAINE POLYVALENTE,BIOTEST PHARMA GmbH,Allemagne,8153071H,2007-08-27,Princeps
INVANZ,1 GR,Pdre p.prep.injectable,B/1FLACON/15 ml,ERTAPENEM,MERCK SHARP & DOHME BV,HOLLANDE,7013121H,2020-08-06,Princeps
IOR LEUKOCIM,30 MU/ML,Solution injectable,Bte/10 flacons/1ml,FILGRASTIM,Center of Molecular Immunology,Cuba,10313011H,2008-05-17,Princeps
IOR EPOCIM,2000 UI,Solution injectable,B/10 FL/1 ml,ERYTHROPOIETINE HUMAINE,Center of Molecular Immunology,Cuba,10313021H,2010-07-27,Biosimilaire
IPNODIS,50 mg/10 ml,Solution injectable,B/10/10 ML,MIDAZOLAM,LES LABORATOIRES MEDIS,Tunisie,9233285H,2025-11-03,Générique
IPNODIS,50 MG/10ML,Solution injectable,B/6/10 ML,MIDAZOLAM,LES LABORATOIRES MEDIS,Tunisie,9233284H,2011-05-17,Générique
IPNODIS MEDIS,25 mg/5ml,Solution injectable,B/5/5ML,MIDAZOLAM,LES LABORATOIRES MEDIS,Tunisie,9233283H,2003-09-03,Générique
IPNODIS MEDIS,2 mg/2ml,Solution injectable,B/10/2ml,MIDAZOLAM,LES LABORATOIRES MEDIS,Tunisie,9233282H,2003-09-03,Générique
IPNODIS MEDIS,5 mg/1ml,Solution injectable,B/10/1ml,MIDAZOLAM,LES LABORATOIRES MEDIS,Tunisie,9233281H,2003-09-03,Générique
IPPSIUM 20,20 mg,Gélule gastrorésistante,FL/14,ESOMEPRAZOLE,OPALIA PHARMA,Tunisie,9023891,2010-04-12,Générique
IPPSIUM 20,20 mg,Gélule gastrorésistante,FL/28,ESOMEPRAZOLE,OPALIA PHARMA,Tunisie,9023892,2010-05-08,Générique
IPPSIUM 20,20 mg,Gélule gastrorésistante,FL/7,ESOMEPRAZOLE,OPALIA PHARMA,Tunisie,9023895,2011-06-01,Générique
IPPSIUM 40,40 mg,Gélule gastrorésistante,FL/14,ESOMEPRAZOLE,OPALIA PHARMA,Tunisie,9023893,2010-04-12,Générique
IPPSIUM 40,40 mg,Gélule gastrorésistante,FL/28,ESOMEPRAZOLE,OPALIA PHARMA,Tunisie,9023894,2010-05-08,Générique
IPROL,20 µg/dose,Solution pour inhalation,B/1 FL/200 doses,BROMURE D'IPRATROPIUM,BERG LIFE SCIENCES,Tunisie,9283091,2024-10-30,Générique
IPROVENT ADULTE,0.500 mg/2ml,Solution pour inhalation,B/10 Unidoses/2 ML,BROMURE D'IPRATROPIUM,UNIMED,Tunisie,9093782,2013-11-07,Générique
IPROVENT ENFANT,0.250 mg/2 ml,Solution pour inhalation,B/10 Unidoses/2 ML,BROMURE D'IPRATROPIUM,UNIMED,Tunisie,9093781,2013-11-07,Générique
IRBEGEN PLUS,150 mg/12.5 mg,Comprimé pelliculé,B/30,IRBESARTAN+HYDROCHLOROTHIAZIDE,GENEPHARM S.A,GRECE,7573103,2017-08-03,Générique
IRBEGEN PLUS,300 mg/12.5 mg,Comprimé pelliculé,B/30,IRBESARTAN+HYDROCHLOROTHIAZIDE,GENEPHARM S.A,GRECE,7573104,2017-08-03,Générique
IRBEGEN PLUS,300 mg/25 mg,Comprimé pelliculé,B/30,IRBESARTAN+HYDROCHLOROTHIAZIDE,GENEPHARM S.A,GRECE,7573105,2017-08-03,Générique
IREMOFAR,25 MG,Comprimé pelliculé,B/30,HYDROXYZINE,UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES S.A,GRECE,20513021,2023-07-28,Générique
IRESSA,250 mg,Comprimé pelliculé,B/30,GEFITINIB,AstraZeneca AB SUEDE,SUEDE,8233041H,2016-04-28,Princeps
IRINOTECAN EBEWE 100 MG,(20 mg/ml),Solution injectable pour perfusion,B/1FL/5 ml,IRINOTECAN,EBEWE Pharma,AUTRICHE,,,Générique
IRINOTECAN EBEWE 40 MG,(20 mg/ml),Solution injectable pour perfusion,B/1FL/2 ml,IRINOTECAN,EBEWE Pharma,AUTRICHE,6943182H,2012-04-29,Générique
IRINOTECAN HCL AQVIDA,20 MG/ML,Solution à diluer pour perfusion,B/1 FL/5 ml,IRINOTECAN,AQVIDA GMBH,Allemagne,19463052H,2023-08-24,Générique
IRINOTECAN HCL AQVIDA,40 MG/2ML,Solution à diluer pour perfusion,B/1 FL/2 ml,IRINOTECAN,AQVIDA GMBH,Allemagne,19463051H,2023-08-24,Générique
IRINOTECAN HOSPIRA,20 mg/ml (100 mg/5ml),Solution injectable pour perfusion,B/1FL/5 ml,IRINOTECAN,HOSPIRA UK Limited,Rayaume uni,13613062H,2024-05-23,Générique
IRINOTECAN KABI 100 MG,20 mg/ml,Solution injectable pour perfusion,B/1FL/5 ml,IRINOTECAN,FRESENIUS KABI FRANCE,FRANCE,3153212H,2021-08-16,Générique
IRINOTECAN KABI 40 MG,20 mg/ml,Solution injectable pour perfusion,B/1FL/2 ml,IRINOTECAN,FRESENIUS KABI ONCOLOGY PLC,Rayaume uni,13923011H,2012-05-04,Générique
IRINOTECAN KABI 40 mg,20 mg/ml,Solution injectable pour perfusion,B/1FL/2 ml,IRINOTECAN,FRESENIUS KABI FRANCE,FRANCE,3153211H,2021-08-16,Générique
IRINOTECAN KABI 100 MG,20 mg/ml,Solution injectable pour perfusion,B/1FL/5 ml,IRINOTECAN,FRESENIUS KABI ONCOLOGY PLC,Rayaume uni,13923012H,2012-05-04,Générique
IRINOTECAN THYMORGAN,100 mg/ 5 ml,Solution injectable pour perfusion,B/1 flacon/5 ml,IRINOTECAN,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653652H,2017-01-12,Générique
IRINOTECAN THYMORGAN,40 mg/ 2 ml,Solution injectable pour perfusion,B/1 flacon/2 ml,IRINOTECAN,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653651H,2017-01-12,Générique
IRINOTECAN VIATRIS,20 mg/ml (40mg),Solution injectable pour perfusion,B/1FL/2 ml,IRINOTECAN,VIATRIS SANTE,FRANCE,4923243H,2016-07-14,Générique
IRINOTECAN VIATRIS,20 mg/ml (100mg),Solution injectable pour perfusion,B/1FL/5 ml,IRINOTECAN,VIATRIS SANTE,FRANCE,4923241H,2016-07-14,Générique
